mh1,mh2,sample
212.408166,3689.45524,"[1.1671415961696372, -2.378031913464854, -2.6192821873012484, -2.150471010019654, 3.413669365818647, -2.4702437628136753, 1.6013884494910853, -3.489542851985288, -2.864154907981378, 3.3033657171013395, 2.342170205153881]"
212.408166,3689.45524,"[2.141983879034994, -3.502039075775256, -1.654277244162297, -1.823293576846809, -0.24422147075622114, -0.9466614583476085, 3.9080828967300016, -3.8337389777456528, -2.3875288383131483, 2.9867896521877064, -0.14419382219161125]"
212.408166,3689.45524,"[2.373396849828687, 1.3530863393107264, -1.0337703142402077, -3.1063113426021944, 2.8897994952129915, 2.1847240365513203, -2.206302382888089, 3.2011574500889486, -1.2718175271823666, 1.319641025798763, 3.9082040909894156]"
212.408166,3689.45524,"[0.9434371977264027, -2.8109250731464197, 1.9139123703666083, 2.1472641275657836, 2.845278214128241, 0.3254276678810495, -2.261064553850578, 1.637590014237051, 3.062533518641235, 3.828326540798523, -3.426979879917168]"
212.408166,3689.45524,"[-0.33317925269517623, -0.7720587787381659, -2.331023539706112, -2.8047709250275643, 2.306776987558206, -1.0713910388840144, -2.1191694063782487, -2.871232271439057, 2.751012551128116, -2.4093898998721546, 2.891420431450351]"
212.408166,3689.45524,"[1.9120827400760012, -2.445913698120581, 3.986452536468625, -2.3909969898361103, 0.289124190779952, -3.8524270300815715, 2.268043510831447, 0.8814614454671217, 2.382321523611113, 1.3039154418641106, -2.109019051025405]"
212.408166,3689.45524,"[-1.1205244759842676, 0.18553871247621245, 0.4494087147580057, -1.3467646047497501, 2.4624844838620286, -0.875185235862574, 1.2287521932953966, 3.9342146190892615, 0.2660101922984932, -2.533452778407052, -3.1887013308538226]"
212.408166,3689.45524,"[3.4524391337155746, 0.8999902251235534, -0.030724101879671117, -2.53487260817713, -3.344602616160703, -3.633853336887972, -2.1358283503620648, 3.9736442146198554, 2.616621611698835, 0.558893837057596, -2.6283183259433436]"
212.408166,3689.45524,"[2.9125625188208426, 2.4826713448351967, -1.6869254092182118, 1.2162132464736546, 0.946270451935507, -2.643069098237942, -0.13714689259440593, -3.3264581670725706, 1.9326958203902933, 2.4048864954363927, 2.0891241347275047]"
212.408166,3689.45524,"[0.9254676305812684, -2.115945732502168, -3.1037953382478634, -2.7096354783256578, 2.4429438462168642, -3.593380375124158, -0.8102177411668947, 1.086707142786496, 0.39373705850796625, -3.575739531440443, -3.7308889709653963]"
212.408166,3689.45524,"[-1.746529891229998, 3.871982283644023, 2.6621917452046526, -0.4281508591147194, 2.8738638531325993, -3.959573311337836, 0.6535508957035656, 1.553266140165511, 2.7053386634265335, 2.0571131029679144, 3.4729907151963335]"
212.408166,3689.45524,"[2.5981316811963486, -3.227311519893254, -2.0132453468889047, -0.6521962096027769, 0.3604952094644842, 3.500710756459201, -2.0324408572902586, -3.431293449437642, -0.5817739482531232, -3.5181404719838447, 2.3760361616361356]"
212.408166,3689.45524,"[3.6456361613004686, -2.8777777165479126, 1.2899864625257296, -2.4928939726446995, 0.031182467660425317, 1.1002750800119525, -2.3088714543307844, -3.536546375174775, -1.7808724165634562, -1.415226076248426, -1.3438576561816182]"
212.408166,3689.45524,"[3.472044099867471, 2.621071939952926, -2.5092440722628453, -0.12251302229434291, -2.2923824629743184, -0.14070305265196215, -2.802852621251282, -1.6422150671022848, -2.0365580697915853, 3.403600791526048, -3.131501535934648]"
212.408166,3689.45524,"[-2.164731918548026, -0.8562148391221402, -2.62874705793336, 3.2177412596315422, -3.810498220920791, 3.4985464606998145, 1.1196308116636757, -1.9300098492012019, 2.404213042158844, 3.483863911150755, 2.4128329483853896]"
212.408166,3689.45524,"[-2.075825859480685, 0.4834318929347079, -3.381449004989496, 3.0331740129147295, -0.44092609238692226, -3.0439719598612145, -0.39278048908356045, 3.1361950383912856, -3.1824752420106224, -2.9815784961859952, -1.0893465098245825]"
212.408166,3689.45524,"[-2.3090477268497995, -2.2419236255656125, -3.044834476339216, -0.2633889976721244, -1.3157847312902762, -2.9914731500819496, -1.6738898909547162, 0.11251218864605139, 0.47397636559973755, -2.3292462241540424, -0.43885139752241376]"
212.408166,3689.45524,"[1.4531099486898054, 3.9998126652645327, -3.4633419186070764, -1.371313151912072, 3.574451114290092, 2.174974081757977, -0.26871484329429496, -0.8112540346797887, -2.074599547746695, 0.26566842932303114, 0.8802997268584294]"
212.408166,3689.45524,"[-3.3861711358597084, -2.9747966370023917, 1.5924247035330188, 1.823293587727279, -3.239818041579694, -0.6172362698257023, 0.927998606509842, -1.4344956319224496, 2.413836406757647, -0.9303887311335322, 0.02393220939393359]"
212.408166,3689.45524,"[-2.573135015360565, 2.522867626402155, -3.837152734430971, -3.8109404528398807, -3.5123177546823063, -1.3824069382200737, 3.6746128560694498, 3.9294568939829153, -1.4042407319884038, 0.1913973135802136, 0.7908701104842741]"
212.408166,3689.45524,"[-1.659317968529023, -3.22413617203706, 3.6232417282921263, -3.83986370357431, 3.7362916320135664, 1.5536919850320086, -1.7567993410447533, 3.032849689011975, 3.142715423704378, -3.1540587654622634, -2.131020842691778]"
212.408166,3689.45524,"[3.1105072144706254, -3.608534749990338, 0.1270916618097413, 0.5793416815096535, -2.835815680959551, 2.2925883405459437, 0.2893766382173366, -0.9964578715462453, -2.310547339232971, 2.6088909348208364, 2.794642171309037]"
212.408166,3689.45524,"[-2.5293993056283375, 2.373006443809081, 2.4910117430913195, -0.841683432787935, 0.26625500763040666, 1.2631579379709263, -3.6014262249141566, 2.8298065321296226, 0.5893303354709545, 2.5200535120464664, 0.9558697951779038]"
212.408166,3689.45524,"[3.9708803220480133, -3.0546730199379786, 2.2574576884591986, 0.03276980435616306, 2.623595302532986, 3.0710416116243673, 1.2827547489650613, 3.388419192018553, 2.69212291577045, 0.014272183942716232, 1.8289217002431561]"
212.408166,3689.45524,"[3.3465729301687652, 0.7687546962557539, -3.1983872914808558, -0.0255702645179694, -3.3336328557676476, -1.60348539877086, -2.6215388331332345, 1.5621812890086755, 3.091705506988922, -3.729564268771835, 0.07104041183930221]"
212.408166,3689.45524,"[-1.1671723988042473, -2.177828008759387, 2.097624525654397, 1.5587245208275364, 1.9237592612498622, -0.2775858150952084, -2.48220240614177, -0.3760851159346297, 1.3380585632472428, 3.1174176698595506, -0.11594759755494888]"
212.408166,3689.45524,"[3.2389075241941176, 1.669034081078725, 1.2833077751141833, 0.43937894896194685, -1.02995529780838, 1.3129794214314483, 2.0356994416155345, -3.642135852436688, 2.954391651363202, 1.2257694990860717, -2.545511804792408]"
212.408166,3689.45524,"[-0.8840478239107812, -3.3886259689757336, 1.2915641889352178, -2.3106036080236168, -3.964996886375971, 1.5491546713525501, 0.5946001093514992, 1.8860892335273096, -2.6034606936358964, -3.6129724280034408, -0.7143331184884909]"
212.408166,3689.45524,"[-0.8353000624390585, -3.314360153033907, -2.3843340608114065, -3.313955684757234, -0.8614314324425889, 2.26812054532242, -2.108794600082165, -1.2528849788242633, 2.181959084930936, 3.3755530243083873, 2.046073048113371]"
212.408166,3689.45524,"[-3.584879725926567, -3.467830530735955, 1.7136697506034055, -1.038576577660418, 3.759321191886589, -2.5334679090822565, 3.624996659339204, 0.005556901805379155, -2.87411819794424, -2.2102737479389125, -0.8751636947449652]"
212.408166,3689.45524,"[-3.8346905188788494, -2.196476546140822, 0.979137223856041, -3.327392698637407, -3.8544565220487756, 2.7863629326616826, -3.719312401684687, -1.4913003127152908, 2.497902036830829, 2.9432361460046144, -1.1460090231178057]"
212.408166,3689.45524,"[3.1175556261599207, -1.8654461334559453, -2.4858402376759665, 0.8768927000021396, 0.05153841248836866, 1.746329728081311, 1.8851108497582123, -0.7356489765430894, -2.497497839173203, -2.4850617189002477, -0.48114175642393064]"
212.408166,3689.45524,"[0.6332882198457153, 3.5438159461491523, 1.5754064526132323, 1.6932601854943723, -0.22658739555300755, 0.2745889761403433, 3.933813872557529, -2.6855740110622444, -1.2534810688976643, -0.5875491148126857, 3.65270947984782]"
212.408166,3689.45524,"[-0.26077762494308754, 1.7856441747634575, -2.2756411046769998, -1.443891148210275, 2.7309003566078065, -0.5455424107120566, -2.1948149086079756, 0.15567133882025797, 3.193466812452132, 3.1888439007487124, 1.294149160902509]"
212.408166,3689.45524,"[-1.5805436492452944, 2.9868528391552553, -3.165590960836803, -3.5876770809839673, 0.32296154926739007, 2.312341539851663, 0.5352752231721203, 2.772016441565783, 0.15074608394776234, -3.191750109624854, -1.527796597856094]"
212.408166,3689.45524,"[0.4041502416443441, -3.149996955690841, 0.5867325237720928, 3.3971215539597797, -1.9024556993326014, 0.687442514929713, 3.7809171546891642, 2.200142711058932, -0.13059202828321403, 1.0026825836314321, 0.7228856687981766]"
212.408166,3689.45524,"[-0.25393063513665926, 1.1058175529390857, 3.5473102378434005, -1.9158490111381203, -0.6924062028522577, 1.2858953739814725, -0.5399659562277082, 2.7996843625594776, 1.6357094568564623, 0.22335827498010996, 3.7528761437738822]"
212.408166,3689.45524,"[1.1308194619848164, 2.895604610629813, -3.961793979935506, -2.8441092299279163, -0.35067162240009697, 0.7798710402991, 1.9018144545797107, -1.2283907265615328, 1.2650379108572407, 3.7753851629249686, -3.183773440055103]"
212.408166,3689.45524,"[0.3726299366648398, -2.1153389838973125, 0.6768267586489589, -1.4034082032153945, 0.3342942696651834, 0.3231116595554919, -2.1758711788121543, -0.8824997295041106, 2.885040091321488, -3.3946968378184277, -1.3641823823773391]"
212.408166,3689.45524,"[-1.5636925510008073, -3.717757021607511, 0.32278656363374747, 2.5611724983354387, 1.4121992185245107, -1.003891244729477, -0.846108670720171, 3.3523479980044364, -3.790243020645957, -1.536511888298893, 1.2846254436224473]"
212.408166,3689.45524,"[2.3831937835864636, -1.7489297453444985, 2.3304027132296605, -0.35323658386053136, -2.702185450212573, -3.219523926449602, 1.485640522511031, 0.022341344127173812, 2.402485906226051, 3.9012446773309435, 1.6735745447863009]"
212.408166,3689.45524,"[-2.517463569137951, -3.0999293042966354, 3.1042717696793236, -3.0951220848164356, -0.6957181366966578, 0.21003544026350074, -0.3965725518740495, 0.14579793556057385, -0.2398241224031672, -0.3138186012427209, -2.9063449921992888]"
212.408166,3689.45524,"[-1.4903981411010871, 0.18774277491137425, 1.0905688011529282, -2.8046450225388195, 1.6697964422093339, -2.188229769328709, -0.2994295982884223, -2.68643773061157, -1.3785002727088305, 2.0264060159236417, 3.164695742497212]"
212.408166,3689.45524,"[-0.7568606374874438, -0.8751540679682535, 0.4006611858659017, -3.5049052895330695, -0.8552855736412459, 1.6340064664089153, -3.1213649265596572, -2.566249686974257, -1.551526263405659, 1.8850482811480012, -2.973307568095602]"
212.408166,3689.45524,"[3.1807875031817483, 0.22951717624914814, -0.8021143795158237, 0.783725348512041, -1.7500533433822945, -1.5637868942677988, -3.125829428233833, 3.328729126473177, 0.18483560455250014, -2.7753188106810684, -2.5739652898718406]"
212.408166,3689.45524,"[3.7160172715947644, 1.499232040070491, -2.708520102914246, -1.1804521745003198, 2.713069857491968, 3.7037838528038742, -0.534052718472644, 1.5517895388044707, 1.9581164227330055, 3.361925756856756, -3.56231303996986]"
212.408166,3689.45524,"[-0.6718452717316348, -0.12338746493360286, 0.8291414319484707, 3.1434364885025925, 1.9740791123124763, 3.7743871793446404, 2.956997352732275, -2.448899242413251, 1.5381869344155392, 1.3389278911573417, 0.07376807709845323]"
212.408166,3689.45524,"[-2.0217297371885046, -1.4805110037307756, -1.3190724868397874, -3.5724866305259706, -0.11108927223929044, 3.3722958269590553, 1.928492924154134, -3.0415481596719474, 0.1253569275321995, -3.5526432578013676, 1.3511565502079383]"
212.408166,3689.45524,"[3.8070700339572596, 3.953339161475861, -1.519936236108971, -0.844641165737845, 1.2655782273541636, 3.8358291850659683, -3.7686470989399776, 2.374885997074382, -0.856404009809955, -0.22630770855892468, -2.917330238758119]"
212.408166,3689.45524,"[1.4071533235150433, -1.512233082082136, -3.995216107127236, -0.8047473250023094, -3.830444958877907, 0.19154571082834693, -1.2431544715540985, 1.1030129761729537, 1.2448703325737887, -0.47133779145020416, -1.4347855050898621]"
212.408166,3689.45524,"[-2.0606495993228657, 2.1991232503015974, -1.780518082647209, 1.4647622519791987, -0.05138565501285708, -0.8460782003423137, 3.3288272499176568, -0.43784992721189386, -1.1186767826632265, -1.335919388334191, -0.28522743658969407]"
212.408166,3689.45524,"[-3.7405576533962366, -3.5740303043071737, 1.9510686144173546, 3.31787914240925, 1.055207653621494, -3.216098312195774, -2.813770677456456, -2.2215604398021647, -3.8285834360595805, 3.497900232298681, 3.8177638001389065]"
212.408166,3689.45524,"[3.1004575553636045, -3.548273702242591, -2.7069429452989846, 0.50802150384773, 2.848073354142377, -0.6409392345951455, 1.6005786676007512, -0.7971463807847359, 3.3217672618776355, 3.0502588142650664, -3.0181810143333383]"
212.408166,3689.45524,"[-2.007233958767727, 2.7722846998213644, -1.7068891585149846, 1.995525308788661, -0.37852991953205795, 2.5812902976763024, 1.881297530006452, 3.7423360316589545, -1.1867758789588354, -1.8728277306264367, 1.0501773249560316]"
212.408166,3689.45524,"[-0.35745610063588096, -0.9221450235802724, 1.8590779861323892, 3.5960416645108593, 1.5318635787845496, 3.8961441699986423, -2.779804673711352, 2.484967690165673, -1.673564168124579, -2.436932220776292, 0.4503563601325338]"
212.408166,3689.45524,"[-1.319231346229289, -2.0417570543678076, -0.20410608636317473, -0.5213417951638295, -3.813649993271378, 1.4068100451750025, 0.5556109052173035, 1.3232023532063044, 2.23930813204435, 0.2646944352594014, -3.731317401839786]"
212.408166,3689.45524,"[0.907348018604325, -1.8012048947960633, -3.2113577804472344, -1.7080447556519545, 1.3187486992002002, 3.793940214638445, 0.8961475971071025, -3.3654743348906813, -1.9260056764562714, -1.4941086564323536, 1.3704833307424913]"
212.408166,3689.45524,"[2.2619940719717917, -1.9668485785940923, -1.4653154417863128, 1.7770385445389945, -2.4996359281591864, -2.6561931982380385, 2.6301057052033796, -1.3889040174032958, -0.9340298549137769, 3.293560014019855, -1.167877249544488]"
212.408166,3689.45524,"[-2.553947393721902, -2.5933318090823674, 0.5273295674586951, -2.500091020743019, -0.635856766324876, 2.7343210974693744, -2.5696228336407456, -0.7553646105099014, -0.5045472008677985, -2.6494180319784375, -0.15825881309363155]"
212.408166,3689.45524,"[3.5172243866561033, -1.3036659225565908, -1.02725894611482, -1.2222430774099617, -3.311664742745818, 0.3224551353412055, 3.0916345765205397, 1.3658698833499034, 3.015896871790929, -3.5684459402575817, 1.712912249399933]"
212.408166,3689.45524,"[-1.3732146354628885, -0.2026370411079732, 0.2252601172433426, 0.5563645133299691, 1.2573185031520042, -3.4472588735470655, 3.440032289958376, 1.1452271978690387, -2.5048805914723875, -0.49700818980017747, -3.2677162893319753]"
212.408166,3689.45524,"[1.7515902794197036, 3.7078950930579664, -3.243254599010851, -2.8510633980191082, 1.3256168895169083, 1.4659985491513172, 1.7238286116317543, -1.1512133144437415, 1.7323985342940489, 1.988214398907199, -1.0529260867432901]"
212.408166,3689.45524,"[-0.7877481419877661, 1.0858428572174192, 1.1294383424197614, 3.5714535277573756, -2.303140687738801, -1.342008708404304, -2.122453214763806, 3.945125293766867, 1.5820621614880865, 3.827436323545074, 1.07182884769498]"
212.408166,3689.45524,"[0.25726566425097364, 2.3490151547259215, -0.7943194292471869, 3.78735982685099, -1.1173348164363137, 1.129929446759932, -0.5559315293780571, 3.584643904890209, 0.12404888998042196, -2.0969121478306727, 0.5974998055679803]"
212.408166,3689.45524,"[1.6919814025494846, 1.2150316091253028, 3.170806428614215, -2.3784757148130966, 1.6835952374486007, 3.4759063200669704, -3.7721792590646768, 3.637786026727709, 1.3835935482027786, 0.7700816423371357, -1.457773397226366]"
212.408166,3689.45524,"[-0.30255980541464833, 2.434832342669236, -1.8523302997600295, 1.0843904715032506, -2.8014932162329353, -3.887117113069663, 1.1160136964352922, 0.7040812616711873, 0.9153681963824898, 3.4948518426275186, 2.818100066595016]"
212.408166,3689.45524,"[3.1431328146584026, 0.33886153065336533, 2.7769843004844947, -3.406464854418009, 2.8482613882802825, 0.5984011209023299, 0.9275324872684108, -2.5505745140546043, 0.8779751863588512, 2.011013775177144, -3.1608579806398582]"
212.408166,3689.45524,"[2.1858277120309975, 3.8100656682262377, -2.8589622950938196, 2.167779175873312, 0.3400997539316455, 3.787145108242017, -0.06011623471187644, -1.2054919146514607, 0.034423468707898586, 2.525580262707325, 0.3265498240976141]"
212.408166,3689.45524,"[0.43731923697313047, -3.448295464556163, -0.2336334061724079, -2.9778010389339036, -1.8687957933925476, -1.4868871388795908, 3.1727218176170986, 3.4739397298216153, 0.4833427301560391, 2.034288368736668, 1.4864600480103203]"
212.408166,3689.45524,"[1.3816967325762617, 2.1091051443914406, 2.1910963888801973, -2.4319413647372823, 0.357296327798446, -1.4544012781109155, -3.1220142922577674, 0.06692945712170495, -0.916020778275854, 0.20621717877147638, -0.4010506474881428]"
212.408166,3689.45524,"[-0.6115054000668803, 3.021500062157844, -2.175523933037458, -1.2577514776201886, 3.0363496395938316, 1.9234229276756674, 3.143798758225447, -0.9903177464713844, 2.7609922952075356, 0.8726866179299408, -3.2662895843119975]"
212.408166,3689.45524,"[-1.058828769180554, 3.993144003078469, 2.435894720501688, -0.2621261797879333, -0.06695105953124081, 0.2746164047326829, 1.2857359331187164, 1.2799718815457357, -2.073972441706867, -1.1359796439407583, -3.443416630243947]"
212.408166,3689.45524,"[-3.2014081844492193, -1.866910656092922, 1.9956923170484746, -0.40526823832985936, 2.2583659879580606, 1.562830109130438, -0.4768487189739572, -0.7073858984748114, -0.18972567946983787, 2.864367536846391, -3.4103555121420515]"
212.408166,3689.45524,"[2.4149017486763107, -1.178668990538033, 1.1634171351039475, -1.0723003438137706, 1.8641463291296496, 3.4478245495079882, -2.3437039408026674, -3.715719016243985, 1.4572217195326633, 0.518073517824428, 3.8428662663857622]"
212.408166,3689.45524,"[-1.477388188928936, 1.3126163434091582, -1.1270399757185778, -0.14770274288510254, 0.38515433601328564, -0.9354417716582457, -3.394538094714033, 3.4363419307092276, -0.21537819056468788, 0.2861473701050343, 0.7840893782213954]"
212.408166,3689.45524,"[1.6992279508997639, 2.1218358602219665, 3.066679473011458, 3.431419980882006, 0.27954669466411275, -2.6835768178871193, 2.7968757652607152, 0.12390897067905104, -2.4579561955176166, -2.971806001250939, 2.6853800569899233]"
212.408166,3689.45524,"[1.5265067825152094, 2.8183081533603476, 1.6896465555987064, 3.705528548160376, -1.0484808989348702, -0.3853815079575931, -3.1568396248246318, -1.4627170607460744, -1.6835456083703209, 1.3207481792120674, -3.3545700868070902]"
212.408166,3689.45524,"[-1.8563042252260962, 0.5870706798621175, -2.9623081657597226, -1.061081237160069, 2.9514810060853964, -2.9305155270894794, 3.3525177740847143, 2.7048134520935525, -2.5797427300000013, -2.3210803758034686, 2.738559569802608]"
212.408166,3689.45524,"[0.03447459072273329, 0.7752344721250255, 2.118271108460454, 3.6983918685486907, -2.2921110021826214, 2.7286757155973778, -1.0539461782504986, -3.28868428829161, -3.518278711312832, -1.5852898247240317, -3.4000680455192294]"
212.408166,3689.45524,"[0.3961712426690003, -1.0401791857338285, -0.8676761548305789, -1.2330640451879695, 1.234952252847357, -3.9524930617052245, -2.589158803542638, -1.2667595613264941, -1.971512036121828, 3.702034403053947, 3.717323656423054]"
212.408166,3689.45524,"[-3.4907396286759242, 1.7260020196351595, 1.6872843540613784, -0.20948034720631625, 1.3424514876507665, -2.13892103133637, -1.2227610786062444, 0.8531931984355623, -0.7099595217582273, -3.120146731512331, -1.2866010650750201]"
212.408166,3689.45524,"[1.4140129902116456, -1.6861845349675137, -1.1623395696380205, -3.3520804526310277, -3.0738092710004947, 1.4967603072681799, -3.319916045606912, 2.1974965428819644, 1.1702614206682336, 2.2432925695038497, 0.3375429767054614]"
212.408166,3689.45524,"[0.10699180019851973, 0.6964320241575388, 3.088219354982691, -3.471640352004865, -2.329448576760269, 0.3285575365081508, 2.231026661683285, 2.1050316063217727, 1.901556836121646, 1.2578605165442314, 0.7158964011466828]"
212.408166,3689.45524,"[3.117665238169553, -0.5927842294155399, -2.9324188622050817, 0.6032799420913761, 0.41239685100820456, -0.5139650678907044, -0.5731698765393878, -3.344565404138705, -0.509843642910166, 3.93323267931146, 2.694661821101157]"
212.408166,3689.45524,"[-2.2007201422943536, -1.934207744921875, 1.1683493253980304, 2.505099695232337, 0.9942847580180629, -3.5028736475780153, -2.8163072992565636, -1.0338404309035933, 1.3498755526064032, -2.6924776314430092, 2.7156637048390513]"
212.408166,3689.45524,"[1.0302811252440387, -1.5719972661715653, -3.3922203288369577, -1.2315039069942415, 3.0113620529669562, 0.043669860114963654, -3.545691890291204, -1.1117492484779907, -0.0694681781329054, -3.4239002536324925, -1.63145520280748]"
212.408166,3689.45524,"[1.5956236655285858, -0.6415371191616988, 1.6695970810374288, 1.9520486734870532, 1.338653244995716, -3.6517036983118327, 3.384948998774121, -0.29483595661169915, 2.9417410878762142, -0.4675056012407559, -1.985717685479047]"
212.408166,3689.45524,"[-1.3989830543369157, 3.1916798930487325, 3.6201587652438576, -3.989199433335002, 3.834460257629755, 2.1007781924579207, 0.3036877685780315, 2.252576529753318, -3.2859286520130873, 3.751098180369694, 2.6116355053487066]"
212.408166,3689.45524,"[0.08169931928596164, 2.7021471670109474, 0.7541876428854293, 1.1958423839419723, 1.9942877804188077, -3.5241176076214114, -3.2633740304788796, -2.775657234114794, 1.1972962216990277, 0.30334940835486535, -1.3001974867654988]"
212.408166,3689.45524,"[1.0283544273833645, -3.21650434868397, 1.146796471578817, 2.5870286209296953, -1.9176159705426832, -2.772903368644368, -2.230035732671112, 2.5574572598061245, -0.7032371702047282, 1.44001048363027, -3.8817196854524267]"
212.408166,3689.45524,"[0.5029316721071098, -2.0289962603249396, -2.603613594484745, -1.2571783297018806, 0.868615061714654, 1.110482416661231, 2.193945275014171, 0.13140080191732828, -2.2498989647803516, 3.667324954760474, 2.479085992491873]"
212.408166,3689.45524,"[-3.82414438503179, 0.7706741511540507, 0.5661132743970363, 2.23830278235548, 3.2757550451359148, -2.6665762918785667, -1.0378063504682835, -1.1333441671841715, -1.6793873440278277, 1.074858300570586, -0.3700575892264055]"
212.408166,3689.45524,"[2.4126174764193653, -3.785628580575059, 2.4567183321723407, -2.051957961013118, -1.928738291595498, -0.09815584373902819, -2.4287473799825383, -3.947728500983313, 1.7221423117927142, -2.3221196626362968, 3.2837103723136742]"
212.408166,3689.45524,"[-2.4719107277247767, -2.245694109713642, 2.9790005118939673, -3.642077618273123, -2.677282273057454, 3.5970533601236063, 2.8031077846200567, 3.04712363600815, -0.6237800070129476, 3.5038812016375704, 3.7351829174873465]"
212.408166,3689.45524,"[0.6770659925392568, -1.204462471296134, 0.7660118506642908, 2.315238935692947, -1.0798666123400755, -1.3464351253909035, -3.311358526008469, -3.372064046711558, 0.4677727568209651, -0.9197754440625765, 3.895161638094529]"
212.408166,3689.45524,"[-2.2034366763689643, -0.2972170319150349, -0.527558818424338, -1.4276395578694725, 0.386001823805751, 0.6050000013999002, 0.1188641709676892, -1.960883680518129, 2.991309670391008, -0.20503770662557486, -1.0662736944050355]"
212.408166,3689.45524,"[-1.8258832085071832, 0.43473132328462505, 2.0391465835194227, 3.5756881019720987, 3.135601723111244, 3.4603232046345926, -3.1348576497456966, -0.9074586388400494, -1.7663802862187836, 1.9081112212187108, -2.238976971202562]"
220.991185,2515.12127,"[-3.3360715593776584, 1.392749654847476, -0.9464793673505811, -3.2856825138192924, 2.6391138535146403, -0.02538067343381023, -0.2986169537096739, -0.7237506083378955, 0.28052357558045404, -2.8977630938960957, -1.6364805467552044]"
220.991185,2515.12127,"[1.376886654412404, 2.0801617088956927, -0.07452942111044525, -1.617410391483304, -3.894996570404162, 3.4438554379201927, -3.045780481194468, -2.9611259727970873, 3.0185906877425204, -2.2130253948828855, 2.01748190554291]"
220.991185,2515.12127,"[-2.177801326600565, -3.009624701362849, -0.9443918150354564, -3.194893682315273, 0.816580141028254, -1.412069859632445, -0.7464955256606238, 2.9559755129614294, 3.5881716324487343, 3.240977506549185, -0.0606004848543229]"
220.991185,2515.12127,"[-3.3691228146051184, -3.7713199196182057, -2.755374167185167, 3.6417911883516005, 2.567509214588532, -2.322332628697871, 2.5234916319724627, -0.39866724321738545, 0.18740583335175387, 1.8622902802756425, 1.279175271338497]"
220.991185,2515.12127,"[2.7050423038928706, -2.414982160239407, 2.004558320400468, -1.138295976238049, 1.1281065406593616, -0.41372856629495747, -1.060439813918638, -0.5378964157432371, 1.9007619898214907, -3.3925912446755726, -3.907759469167308]"
220.991185,2515.12127,"[-1.3768794262866475, 0.20885120217746334, -3.496189117510008, -1.5721081271188844, -2.3543001374984946, -0.9268103086608912, 2.828738812702193, -3.135242138950419, -1.015335263382191, -2.1857231316253642, -0.6636644854518545]"
220.991185,2515.12127,"[2.3428556232117783, -0.04430874434254051, 0.2316566491859593, -1.5135248644037222, -1.9932745749404264, 1.0125938001582773, -2.795697878613444, 3.2487502219291926, -1.658531445872887, 1.1619745492614015, 1.8925893517952819]"
220.991185,2515.12127,"[2.6679601392590886, 2.103194702375699, -1.3779258195994482, 1.865059926730984, 3.9265766144492042, -3.5682244916732015, 1.4402218708847592, 3.1674709181776945, -2.474719381027767, -2.063043266575278, 0.24480851382740365]"
220.991185,2515.12127,"[3.6126216061493865, 2.91395467760843, 1.6525140062132762, -1.6123508392891646, -3.214193646062342, 3.368661109717495, -3.429800161388921, -0.1571083651205729, -3.455649714086496, -2.017860126288612, -2.895112461657803]"
220.991185,2515.12127,"[-3.0218360527126498, 1.1176110478041732, 1.0541181204973311, 3.0914942866863058, 2.7794047750695814, 0.28191639271313296, -3.9353864238125738, -1.6939791933792527, 3.444661765074226, 1.164178805037647, 3.9144196858863953]"
220.991185,2515.12127,"[-3.9180208817575464, 1.0602299116944245, -2.266501356775657, -1.6491726209345625, 1.8957553589755483, -2.978553202451902, 1.3854606686894249, -1.75479053454029, 2.149420525688681, -1.7565962378168427, 3.959056254677332]"
220.991185,2515.12127,"[-1.245256758474917, 0.9962098205466257, 0.32579470589500126, 0.33772950918281097, -2.8482109663114397, -1.6098168123666214, 2.731518732692697, 2.43728461317402, 1.127054607726297, -2.1384539210162954, 2.9686797419113518]"
220.991185,2515.12127,"[2.7244786430643897, -2.209845855424205, -0.4370034194428891, -2.357211056931007, 1.9642332303931633, -3.396442542597386, 1.2401713508964436, -1.6588690416280603, -2.746293605142287, -0.11569455110120241, -0.11598785205228346]"
220.991185,2515.12127,"[-1.9968312069410494, 0.20402942357979814, -3.9371174367372364, 1.113540697308217, -2.505678508902629, 3.849780739046838, -3.737642544394012, 0.8001059413798242, 3.3841504333995127, -3.032132815064581, 3.278764371797945]"
220.991185,2515.12127,"[1.8155411887684831, 3.359595106221719, 1.3819499164141718, 0.8060149697138987, 2.492637284395183, 1.4287550748769062, 2.991532763567675, -3.0905545623544093, 3.873625569164452, 0.9919910019574569, 1.002981512308975]"
220.991185,2515.12127,"[-3.396679545007748, 2.0083613243148664, -3.0528915859305954, -3.088580796021237, 2.4500128403081973, -2.62569573795302, -2.8148611854516856, 1.753550984112322, 0.2698963223144455, -0.42550944904231613, -1.8553774019577993]"
220.991185,2515.12127,"[2.225266586334925, -1.3336755117658248, -2.3003865738746185, 1.555248276693968, -1.3533026949884146, 2.392036372981358, -3.7513558710454937, -1.1618513507491466, -2.1744451189405316, 1.1524893348793075, 2.908132575224972]"
220.991185,2515.12127,"[2.3485658927259108, 1.8273724375844864, -3.191678739828311, -0.783948251770294, 1.3590169188542527, -2.3536585090558777, -3.3185664790213467, 3.522837309802652, 0.7329076935370642, 3.6012090857119086, -2.7146867720795793]"
